id,vgi_id,name,slug,type,games_developed,games_released,games_unreleased,revenue_sum,revenue_median,revenue_avg,self_published,indie,action,casual,adventure,simulation,strategy,rpg,mmo,racing,sports,country_name
12,,Valve,valve,10,36,36,1,2358842505,40850143,65523403,35,3,78,11,11,3,11,0,3,0,0,United States
39,,Capcom,capcom,10,85,85,3,2221530565,5412646,26135654,79,1,91,0,38,0,1,13,0,0,0,Japan
8,,Ubisoft,ubisoft,10,125,125,2,2091831665,1892231,16734653,29,4,98,20,80,16,15,25,6,5,10,France
9,,Rockstar Games,rockstar-games,10,22,22,0,1863871552,11332242,84721434,10,0,95,0,55,0,9,0,0,9,0,United States
23399,,Feral Interactive,feral-interactive,20,44,44,0,1792450246,33520087,40737506,43,0,82,0,43,27,57,9,0,30,27,United Kingdom
15896,,FromSoftware,fromsoftware,10,9,9,1,1590493604,107750927,176721512,6,0,100,0,10,0,0,50,0,0,0,Japan
14012,,Bethesda Game Studios,bethesda-game-studios,10,12,12,0,1423540169,46028650,118628347,0,0,0,0,0,8,0,100,0,0,0,United States
9436,,Aspyr,aspyr,20,26,26,0,1418071269,6516025,54541203,23,0,58,12,42,19,42,23,0,0,0,
16669,,CD PROJEKT RED,cd-projekt-red,20,8,8,0,1375876544,22114994,171984568,8,0,13,0,25,0,38,75,0,0,0,Poland
22,,PUBG Corporation,pubg-corporation,20,1,1,1,1240064606,0,1240064606,0,0,100,0,50,0,50,0,50,0,0,
26681,,Treyarch,treyarch,10,8,8,0,1213323410,95566933,151665426,0,0,100,0,13,0,0,0,0,0,0,United States
31889,,Firaxis Games,firaxis-games,20,20,20,0,1067663700,1752782,53383185,0,0,0,10,0,5,95,10,0,0,0,United States
12015,,Larian Studios,larian-studios,20,8,8,0,1061734206,9503812,132716776,8,25,13,0,50,0,63,100,0,0,0,Belgium
28700,,Creative Assembly,creative-assembly,20,21,21,0,1043995140,32764344,49714054,0,10,52,5,0,5,86,0,0,0,0,
31083,,Infinity Ward,infinity-ward,20,10,10,0,968157712,35338942,96815771,0,0,90,0,10,0,0,0,0,0,0,United States
18024,,Game Science,game-science,30,2,2,0,953560557,953560557,476780279,2,50,50,0,50,0,50,50,0,0,0,China
29513,,Raven Software,raven-software,30,19,19,0,877069975,2437222,46161578,0,0,100,0,0,0,0,0,0,5,0,United States
27564,,Sledgehammer Games,sledgehammer-games,30,7,7,0,820963470,36416128,117280496,0,0,100,0,0,0,0,0,0,0,0,United States
30073,,DICE,dice,10,11,11,0,769057752,32135501,69914341,0,0,100,9,45,0,9,0,9,0,0,
4905,,Paradox Development Studio,paradox-development-studio,20,16,16,0,740246045,2424428,46265378,0,0,0,0,0,56,100,19,0,0,0,Sweden
30729,,Beenox,beenox,30,11,11,0,725918861,10937608,65992624,0,0,91,0,18,0,0,0,0,9,0,Canada
29464,,High Moon Studios,high-moon-studios,30,6,6,0,698947140,18463696,116491190,0,0,100,0,0,0,0,0,0,0,0,United States
36,,Bohemia Interactive,bohemia-interactive,10,21,21,0,694269982,1158992,33060475,21,10,67,10,29,52,52,0,5,0,0,Czech Republic
187380,,Activision Shanghai,activision-shanghai,30,4,4,0,672439062,10456429,168109766,0,0,100,0,0,0,0,0,0,0,0,China
28400,,Toys for Bob,toys-for-bob,30,5,5,0,668738539,2449162,133747708,0,20,100,0,40,0,20,0,0,0,0,United States
187381,,Demonware,demonware,30,3,3,0,654937724,3411520,218312575,0,0,100,0,0,0,0,0,0,0,0,
1,,Square Enix,square-enix,10,99,99,1,636676228,1662604,6431073,96,0,29,4,19,5,7,84,4,0,0,Japan
18,,Electronic Arts,electronic-arts,10,21,21,0,613321871,6819340,29205803,2,0,29,0,5,43,43,5,5,5,38,United States
18753,,Techland,techland,20,14,14,1,604870140,1803291,43205010,3,0,73,0,13,13,0,33,0,27,0,Poland
25333,,Instinct Games,instinct-games,30,4,4,0,557587262,72920457,139396816,0,75,100,0,100,0,25,100,100,0,0,Egypt
41631,,Playground Games,playground-games,30,2,2,1,540772884,270084153,270386442,0,0,67,0,67,33,0,33,0,67,33,United Kingdom
147,,Gearbox Software,gearbox-software,20,20,20,0,535855239,4160761,26792762,0,0,85,5,20,5,5,40,0,0,0,United States
13076,,Studio Wildcard,studio-wildcard,20,3,3,1,531835662,244827051,177278554,4,100,100,0,100,0,25,100,100,0,0,United States
30129,,Arrowhead Game Studios,arrowhead-game-studios,20,7,7,0,515137269,33259523,73591038,0,14,100,0,14,0,0,29,29,0,0,Sweden
2655,,Blue Mammoth Games,blue-mammoth-games,30,1,1,0,502414286,0,502414286,0,100,100,0,0,0,0,0,0,0,0,United States
90778,,Pocketpair,pocketpair,30,5,5,1,501564911,5881297,100312982,6,67,67,50,50,33,17,50,17,0,0,Japan
10159,,Facepunch Studios,facepunch-studios,20,6,6,1,490877002,155847434,81812834,6,71,57,43,14,43,43,14,14,0,14,United Kingdom
20820,,Eidos Interactive,eidos-interactive,20,11,11,0,485922432,43893963,44174767,0,0,100,0,55,0,0,45,0,0,0,United Kingdom
31068,,Relic Entertainment,relic-entertainment,30,22,22,1,477302602,20003819,21695573,1,4,48,4,0,9,91,0,4,0,0,Canada
25275,,Visual Concepts,visual-concepts,10,24,24,0,473999017,8779891,19749959,0,0,0,0,0,71,0,0,0,4,92,United States
27936,,Saber Interactive,saber-interactive,20,18,18,3,469734888,3348541,26096383,3,0,62,0,33,29,5,10,5,14,19,United States
6560,,Virtual Basement LLC,virtual-basement-llc,30,5,5,0,464212984,2745779,92842597,1,100,100,20,60,0,60,60,60,0,20,United States
29556,,Efecto Studios,efecto-studios,30,4,4,1,458916770,416733645,114729193,0,80,100,20,40,0,40,40,40,0,0,Colombia
8591,,id Software,id-software,20,23,23,1,451355764,3605413,19624164,8,4,100,4,0,0,0,0,0,0,0,United States
23406,,"KOEI TECMO GAMES CO., LTD.",koei-tecmo-games-co-ltd,10,141,141,0,432986761,708280,3070828,131,0,32,3,16,20,32,35,4,4,5,
25904,,Avalanche Software,avalanche-software,20,9,9,0,424889502,370064,47209945,0,0,100,0,100,0,0,11,0,11,0,United States
23361,,Bandai Namco,bandai-namco,10,35,35,2,410725129,10073244,11735004,1,11,86,35,14,11,3,30,11,3,3,Japan
33,,TaleWorlds Entertainment,taleworlds-entertainment,20,4,4,0,381608089,46220304,95402022,4,50,75,0,0,25,25,100,0,0,0,Turkey
22907,,Obsidian Entertainment,obsidian-entertainment,20,16,16,1,380703948,16353163,23793997,1,0,53,6,35,6,12,82,6,0,0,United States
32743,,Nixxes software,nixxes-software,30,8,8,0,372571619,27723195,46571452,0,0,100,13,88,0,0,25,0,0,0,Netherlands
4425,,Frontier Developments,frontier-developments,20,16,16,0,359996124,3382602,22499758,13,0,25,13,31,75,69,13,13,0,0,United Kingdom
24470,,QLOC,qloc,30,16,16,0,356880287,13006172,22305018,0,0,63,13,25,19,19,25,6,0,0,Poland
31484,,Crystal Dynamics,crystal-dynamics,30,17,17,1,343833653,1978220,20225509,0,0,94,0,89,0,0,6,0,0,0,United States
23,,Codemasters,codemasters,20,29,29,1,339840091,8573634,11718624,14,0,20,7,7,50,3,0,0,93,83,United Kingdom
21745,,Tripwire Interactive,tripwire-interactive,20,10,10,1,337044410,34606364,33704441,10,9,100,0,9,18,9,9,18,0,0,United States
20814,,Endnight Games Ltd,endnight-games-ltd,20,2,2,0,336627445,168313723,168313723,1,100,100,0,100,100,0,0,0,0,0,
32256,,Colossal Order Ltd.,colossal-order-ltd,30,4,4,0,326014874,45833351,81503719,0,0,0,0,0,100,50,0,0,0,0,
4163,,ATLUS,atlus,30,21,21,1,324042206,2415859,15430581,0,0,18,0,41,0,14,86,0,0,0,Japan
5554550,,Hazelight Studios,hazelight-studios,30,3,3,0,322296572,137255065,107432191,0,33,100,0,100,0,0,0,0,0,0,Sweden
38893,,Nixxes,nixxes,30,4,4,0,320005304,130416442,80001326,0,0,100,0,100,0,0,25,0,0,0,
16385,,Rebellion,rebellion,20,25,25,1,312001880,1935308,12480075,23,4,92,0,31,8,8,0,0,0,8,United Kingdom
26059,,Behaviour Interactive,behaviour-interactive,30,10,10,0,291900572,246708,29190057,6,0,80,10,30,0,30,0,10,0,0,Canada
32460,,Splash Damage,splash-damage,30,6,6,0,286692210,37341491,47782035,0,0,83,0,17,0,17,0,0,0,0,United Kingdom
26365,,Forgotten Empires,forgotten-empires,30,6,6,0,286205106,70752265,47700851,0,0,0,0,0,0,100,0,0,0,0,
38208,,Rare Ltd,rare-ltd,30,1,1,0,284097243,284097243,284097243,0,0,100,0,100,0,0,0,0,0,0,
30722,,OVERKILL - a Starbreeze Studio.,overkill-a-starbreeze-studio,30,3,3,0,281685727,140159578,93895242,0,0,100,0,0,0,0,33,0,0,0,
7,,2K,2k,10,7,7,0,276299425,19072545,39471346,0,0,186,0,0,0,0,114,0,0,0,
3644,,Avalanche Studios,avalanche-studios,20,10,10,0,272357986,35088145,27235799,2,0,100,0,70,20,0,0,0,0,10,Sweden
15067,,Klei Entertainment,klei-entertainment,20,12,12,1,269414559,2546645,22451213,12,85,69,8,54,31,23,23,0,8,0,Canada
21960,,Amazon Games,amazon-games,10,1,1,0,263443992,263443992,263443992,1,0,100,0,100,0,0,100,100,0,0,
25680,,Respawn Entertainment,respawn-entertainment,30,4,4,0,262836359,112533602,65709090,0,0,100,0,25,0,0,0,0,0,0,United States
3246,,Mediatonic,mediatonic,30,8,8,0,257415241,484364,32176905,1,75,38,50,38,13,25,13,13,0,13,United Kingdom
19496,,Supergiant Games,supergiant-games,20,5,5,0,242727481,28514509,48545496,5,100,100,0,0,0,0,100,0,0,0,United States
7896,,VOID Interactive,void-interactive,30,1,1,1,238377385,238377385,238377385,1,100,100,0,100,50,50,0,0,0,0,Ireland
20412,,Coffee Stain Studios,coffee-stain-studios,30,6,6,0,238306902,20399421,39717817,0,83,33,67,33,50,67,0,0,0,0,Sweden
15535,,Fatshark,fatshark,20,10,10,0,238074790,5140881,23807479,8,60,80,20,50,0,20,20,0,0,10,Sweden
7989,,Arkane Studios,arkane-studios,30,13,13,0,237262633,11408341,18250972,1,0,92,0,15,0,0,15,0,0,0,France
4004,,Kinetic Games,kinetic-games,30,1,1,0,236307196,236307196,236307196,1,100,100,0,0,0,0,0,0,0,0,United Kingdom
4012671,,Offworld,offworld,30,3,3,0,234316154,19922632,78105385,3,100,100,0,0,0,67,0,67,0,0,
6594,,Warhorse Studios,warhorse-studios,20,2,2,0,231423999,115712000,115712000,1,0,100,0,100,0,0,100,0,0,0,Czech Republic
12519,,Insomniac Games,insomniac-games,30,7,7,0,227844395,18071009,32549199,1,14,86,29,86,0,0,0,0,0,0,United States
29164,,The Fun Pimps,the-fun-pimps,30,1,1,1,219353694,219353694,219353694,0,50,100,0,50,50,50,50,0,0,0,United States
20075,,Psyonix,psyonix,30,2,2,0,218058811,0,109029406,1,50,100,0,0,0,0,0,0,50,50,United States
28744,,NetherRealm Studios,netherrealm-studios,30,7,7,0,211981860,49519426,30283123,0,0,100,0,0,0,0,0,0,0,0,United States
25487,,Red Storm,red-storm,30,1,1,0,211110709,211110709,211110709,0,0,100,0,100,0,0,0,0,0,0,
28096,,Sports Interactive,sports-interactive,30,21,21,1,210861598,441540,10041028,0,9,0,0,0,86,9,0,0,0,91,United Kingdom
26978,,343 Industries,343-industries,30,5,5,0,209498834,3710091,41899767,0,0,80,0,0,0,20,0,0,0,0,United States
26181,,Redbeet Interactive,redbeet-interactive,30,1,1,0,207710306,207710306,207710306,0,100,0,0,100,100,0,0,0,0,0,Sweden
29429,,Rocksteady Studios,rocksteady-studios,30,6,6,0,207641345,61027850,34606891,0,0,83,0,83,0,0,0,0,0,0,United Kingdom
22531,,"Spike Chunsoft Co., Ltd.",spike-chunsoft-co-ltd,30,25,25,1,207201920,2102963,8288077,22,0,23,0,54,4,0,23,0,0,4,
30247,,Monolith Productions,monolith-productions,30,6,6,0,204809762,1261030,34134960,0,0,83,0,67,0,17,17,0,0,0,United States
3259,,ARC SYSTEM WORKS,arc-system-works,30,46,46,0,204472835,174204,4445062,29,4,78,9,15,9,7,9,0,2,4,Japan
2896,,SCS Software,scs-software,20,20,20,0,203942703,36018,10197135,6,30,20,5,5,90,5,0,0,5,20,Czech Republic
49476,,Santa Monica Studio,santa-monica-studio,10,2,2,0,203248074,101624037,101624037,0,0,100,0,100,0,0,100,0,0,0,
5474653,,Jetpack Interactive,jetpack-interactive,30,2,2,0,203248074,101624037,101624037,0,0,100,0,100,0,0,100,0,0,0,
10867,,Ruffian Games,ruffian-games,30,3,3,0,201785683,14823,67261894,2,67,100,33,0,0,0,0,0,0,33,United Kingdom
21041,,Bungie,bungie,20,2,2,1,201760863,201760863,100880432,2,0,100,0,33,0,0,0,0,0,0,United States
978,,Crytek,crytek,20,13,13,0,200230066,5311669,15402313,10,0,69,0,23,15,8,0,0,0,0,Germany
30906,,BioWare,bioware,10,15,15,0,197041128,9088027,13136075,1,0,53,0,27,7,20,93,0,0,0,Canada
4127,,Unknown Worlds Entertainment,unknown-worlds-entertainment,20,5,5,2,195655892,38411729,39131178,5,71,57,14,43,0,29,0,0,0,0,United States
8411,,Giants Software,giants-software,30,10,10,0,195349584,18477565,19534958,9,0,0,30,0,100,0,0,0,0,0,Switzerland
24419,,Iron Gate AB,iron-gate-ab,30,1,1,0,193743369,193743369,193743369,0,100,100,0,100,0,0,100,0,0,0,
38530,,Guerrilla,guerrilla,20,2,2,0,193047744,30655161,96523872,0,0,100,0,50,0,0,100,0,0,0,
3395,,				Torn Banner Studios,torn-banner-studios,30,6,6,0,190718849,29899922,31786475,4,67,100,0,0,0,0,0,17,0,0,Canada
27545,,4A Games,4a-games,30,4,4,0,187760373,65014289,46940093,0,0,100,0,0,0,0,0,0,0,0,Ukraine
43580,,World's Edge,world-s-edge,30,4,4,0,185687919,70752265,46421980,0,0,0,0,0,0,100,0,0,0,0,United States
5729,,GSC Game World,gsc-game-world,30,13,13,0,184647265,288566,14203636,4,0,38,0,15,0,69,31,0,0,0,Ukraine
31528,,Ensemble Studios,ensemble-studios,30,5,5,0,183900328,25502107,36780066,0,0,20,0,0,40,100,0,0,0,0,United States
29674,,Machine Games,machine-games,30,13,13,0,183345952,14443022,14103535,0,0,100,0,8,0,0,0,0,0,0,Sweden
3824,,ConcernedApe,concernedape,20,1,1,0,178554691,178554691,178554691,1,100,0,0,0,100,0,100,0,0,0,United States
11073,,Wube Software LTD.,wube-software-ltd,30,1,1,0,177432014,177432014,177432014,1,100,0,100,0,100,100,0,0,0,0,
4253,,Re-Logic,re-logic,30,1,1,0,176630210,176630210,176630210,1,100,100,0,100,0,0,100,0,0,0,United States
25733,,Asobo Studio,asobo-studio,30,9,9,0,175544423,750536,19504936,0,0,33,11,56,33,0,0,0,0,0,France
8249,,Team17 Digital,team17-digital,30,27,27,1,171648472,1749710,6357351,25,50,36,21,11,11,54,4,0,0,7,
30834,,"CyberConnect2 Co., Ltd.",cyberconnect2-co-ltd,30,8,8,0,167843665,11418054,20980458,0,0,100,0,75,0,13,13,0,0,0,
38968,,Ryu Ga Gotoku Studio,ryu-ga-gotoku-studio,30,16,16,0,165352573,7571344,10334536,0,0,100,0,88,0,0,38,0,0,0,
20459,,Hopoo Games,hopoo-games,30,4,4,0,160957206,11067853,40239302,1,75,100,0,0,0,0,25,0,0,0,United States
15557,,SkyBox Labs,skybox-labs,30,5,5,0,159426055,44794244,31885211,2,40,0,0,20,40,80,0,0,0,0,Canada
13217,,Io-Interactive A/S,io-interactive-a-s,30,9,9,0,158797481,3564050,17644165,8,0,100,0,11,0,0,0,0,0,0,
38220,,Ghost Games,ghost-games,30,3,3,0,154749915,13368296,51583305,0,0,100,0,100,33,33,0,0,100,67,Sweden
24501,,AMPLITUDE Studios,amplitude-studios,30,8,8,1,151955494,30502388,18994437,0,22,11,11,11,22,89,22,0,0,0,France
8401,,The Indie Stone,the-indie-stone,30,1,1,0,149605449,149605449,149605449,1,100,0,0,0,100,0,100,0,0,0,
26540,,Ghost Ship Games,ghost-ship-games,30,1,1,1,149527431,149527431,149527431,0,0,100,0,0,0,0,0,0,0,0,Denmark
24524,,Iron Galaxy Studios,iron-galaxy-studios,30,10,10,1,149156877,3093355,14915688,1,9,73,0,55,0,0,9,0,0,18,United States
28682,,No Brakes Games,no-brakes-games,30,2,2,1,146466765,73233383,73233383,0,67,67,100,100,67,0,0,0,0,0,Spain
4803,,11 bit studios,11-bit-studios,20,8,8,1,146294357,3497444,18286795,9,44,56,0,22,33,78,0,0,0,0,Poland
35,,Daybreak Game Company,daybreak-game-company,20,5,5,0,145999298,0,29199860,5,0,80,0,80,0,0,20,100,0,0,United States
4068,,Hello Games,hello-games,20,4,4,1,144262140,2432210,36065535,5,60,80,40,60,0,0,0,0,40,0,United Kingdom
25992,,Turtle Rock Studios,turtle-rock-studios,30,2,2,0,144182109,77241758,72091055,0,0,100,0,0,0,0,0,0,0,0,United States
25131,,Quantic Dream,quantic-dream,30,5,5,0,143932036,7023900,28786407,4,0,60,0,80,0,0,40,0,0,0,France
9561,,Croteam,croteam,30,21,21,0,141289217,1118450,6728058,2,86,86,5,24,5,14,5,0,0,0,Croatia
31007,,Traveller's Tales,traveller-s-tales,30,17,17,0,140649491,7779054,8273499,0,0,76,0,88,0,0,0,0,0,0,United Kingdom
30234,,Moon Studios GmbH,moon-studios-gmbh,30,4,4,0,139889395,29839681,34972349,0,0,100,0,25,0,0,25,0,0,0,
10550,,The Behemoth,the-behemoth,30,6,6,0,139766915,2873934,23294486,6,67,100,50,33,0,17,33,0,0,0,United States
11656,,Stunlock Studios,stunlock-studios,30,5,5,0,139017833,120566337,27803567,4,0,100,0,20,0,0,0,60,0,0,Sweden
29591,,Irrational Games,irrational-games,30,4,4,1,138866962,1377524,34716741,0,0,60,0,20,0,40,80,0,0,0,United States
11955,,Remedy Entertainment,remedy-entertainment,30,9,9,1,138407860,7833893,15378651,4,0,100,0,30,0,0,0,0,10,0,Finland
27649,,Virtual Programming (Linux),virtual-programming-linux,30,1,1,0,136054147,136054147,136054147,0,0,100,0,0,0,0,0,0,0,0,
13363,,Grinding Gear Games,grinding-gear-games,20,4,4,0,135694342,135694342,33923586,2,50,100,0,100,0,0,100,100,0,0,New Zealand
1490,,Telltale Games,telltale-games,30,41,41,0,134689503,9347438,3285110,19,0,17,7,85,0,0,0,0,0,5,United States
25212,,Gunfire Games,gunfire-games,30,5,5,0,134456357,26840054,26891271,0,0,100,0,100,0,0,80,0,0,0,United States
19539,,Red Barrels,red-barrels,20,3,3,0,133644403,45908431,44548134,3,100,100,0,100,0,0,0,0,0,0,Canada
29271,,Massive Entertainment,massive-entertainment,30,3,3,0,132077736,52247,44025912,0,0,33,0,33,0,67,33,0,0,0,Sweden
14393,,New World Interactive,new-world-interactive,30,3,3,0,127007017,55021679,42335672,2,67,100,0,0,0,67,0,0,0,0,
38781,,KOJIMA PRODUCTIONS,kojima-productions,30,2,2,0,121584137,29996754,60792069,0,0,100,0,100,0,0,0,0,0,0,Japan
50865,,Naughty Dog LLC,naughty-dog-llc,20,3,3,0,121356283,39656477,40452094,0,0,67,0,100,0,0,0,0,0,0,
11127,,BeamNG,beamng,20,1,1,0,120576519,120576519,120576519,1,0,0,0,0,100,0,0,0,100,0,Germany
953,,Kunos Simulazioni,kunos-simulazioni,30,3,3,0,120348021,30449353,40116007,1,33,0,0,0,100,0,0,0,100,100,
16466,,Haemimont Games,haemimont-games,30,15,15,0,117495387,806497,7833026,4,7,20,0,13,53,87,13,0,0,0,Bulgaria
1639846,,KONAMI,konami,20,26,26,3,115667922,552573,4448766,29,3,79,14,21,17,10,17,3,3,17,Japan
14664,,Zeekerss,zeekerss,30,4,4,1,115202754,546285,28800689,5,100,80,0,80,0,0,0,0,0,0,
23755,,Climax Studios,climax-studios,30,13,13,0,114255874,376290,8788913,0,8,77,0,62,8,8,15,0,8,23,United Kingdom
29020,,Hangar 13,hangar-13,20,4,4,1,113445967,30330905,28361492,0,0,80,0,80,0,0,0,0,0,20,United States
42052,,Bend Studio,bend-studio,30,1,1,0,109818445,109818445,109818445,0,0,100,0,100,0,0,0,0,0,0,
17542,,Double Eleven,double-eleven,30,10,10,1,108183597,831637,10818360,6,18,64,9,18,18,36,9,0,0,0,United Kingdom
9377,,TT Games,tt-games,30,16,16,0,107722369,2713668,6732648,4,25,88,31,63,0,0,6,0,0,0,United Kingdom
29727,,PlatinumGames Inc.,platinumgames-inc,30,5,5,0,107278709,398236,21455742,3,20,100,0,60,0,0,40,0,0,0,
11439,,Squad,squad,30,1,1,0,106203030,106203030,106203030,0,100,0,0,0,100,0,0,0,0,0,Mexico
34409,,BlueTwelve Studio,bluetwelve-studio,30,1,1,0,104361049,104361049,104361049,0,100,0,0,100,0,0,0,0,0,0,France
3294,,Hidden Path Entertainment,hidden-path-entertainment,30,5,5,0,104168777,3736917,20833755,2,60,0,20,20,20,60,20,20,0,0,United States
1637813,,Keen Games GmbH,keen-games-gmbh,30,2,2,0,103116589,51558295,51558295,1,0,100,0,100,0,0,100,0,0,0,
23801,,DONTNOD Entertainment,dontnod-entertainment,30,6,6,0,101036634,18719398,16839439,0,0,50,0,83,0,0,17,0,0,0,
4073684,,Sucker Punch Productions,sucker-punch-productions,30,1,1,0,100747438,100747438,100747438,0,0,100,0,100,0,0,0,0,0,0,United States
13161,,ZA/UM,za-um,30,1,1,0,99514228,99514228,99514228,1,0,0,0,0,0,0,100,0,0,0,Estonia
14459,,Introversion Software,introversion-software,30,8,8,0,98620092,945284,12327512,7,100,0,0,13,25,75,0,0,0,0,United Kingdom
18180,,Flying Wild Hog,flying-wild-hog,30,9,9,0,98237463,4324705,10915274,1,33,100,11,89,0,0,11,0,0,0,Poland
24775,,Tango Gameworks,tango-gameworks,30,5,5,0,98215695,23045532,19643139,0,0,80,20,40,0,0,0,0,0,0,Japan
26160,,Blue Byte,blue-byte,30,9,9,0,97833261,9967171,10870362,0,0,22,0,0,44,78,22,11,0,0,Germany
18986,,Ludeon Studios,ludeon-studios,20,1,1,0,96792833,96792833,96792833,1,100,0,0,0,100,100,0,0,0,0,Canada
32653,,Tantalus Media,tantalus-media,30,3,3,0,96234608,40982203,32078203,0,0,0,0,0,0,100,0,0,0,0,Australia
16215,,Digital Extremes,digital-extremes,30,7,7,0,95569699,19072545,13652814,1,0,100,0,14,0,0,29,0,0,0,Canada
24877,,Volition,volition,30,9,9,0,95538100,2573780,10615344,0,0,89,0,11,0,11,11,0,0,0,United States
32221,,Owlcat Games,owlcat-games,30,3,3,0,95355233,32385128,31785078,2,67,33,0,100,0,67,100,0,0,0,Cyprus
292268,,Respawn,respawn,30,2,2,0,94665161,94665161,47332581,0,0,100,0,100,0,0,0,0,0,0,
39353,,鬼谷工作室,-,30,1,1,0,94327976,94327976,94327976,1,100,100,0,100,100,0,100,0,0,0,
25284,,Reflections,reflections,30,2,2,0,91249735,91249735,45624868,0,0,100,0,100,0,0,0,0,0,0,
12132,,Shiro Games,shiro-games,20,7,7,1,90847650,4122918,12978236,7,75,38,13,75,25,38,50,13,0,0,France
23216,,"Jackbox Games, Inc.",jackbox-games-inc,30,26,26,0,87913474,177891,3381287,26,96,0,100,0,0,96,0,0,0,0,
13999,,Hinterland Studio Inc.,hinterland-studio-inc,30,1,1,1,86467022,86467022,86467022,2,100,50,0,50,100,100,0,0,0,0,Canada
32935,,Arsi &quot;Hakita&quot; Patala,arsi-quot-hakita-quot-patala,30,1,1,0,86287215,86287215,86287215,0,100,100,0,0,0,0,0,0,0,0,
18895,,Bloober Team SA,bloober-team-sa,30,9,9,1,86044541,784524,9560505,4,80,40,10,80,0,0,0,0,0,0,Poland
9095,,Berserk Games,berserk-games,30,1,1,0,85522215,85522215,85522215,1,100,0,100,0,100,100,100,0,0,0,
9007,,Red Hook Studios,red-hook-studios,20,2,2,0,85427500,42713750,42713750,2,100,0,0,0,0,100,100,0,0,0,Canada
26932,,DIMPS,dimps,30,4,4,0,85305302,31044760,21326326,0,0,100,25,25,0,0,25,25,0,0,Japan
24010,,Maxis™,maxis,30,9,9,0,85298522,886843,9477614,0,0,11,67,33,100,22,11,0,0,0,
18304,,Stardock Entertainment,stardock-entertainment,20,21,21,0,84573341,1317624,4027302,21,62,14,10,10,48,95,19,0,0,0,
29385,,Deep Silver Volition,deep-silver-volition,30,4,4,0,84033991,6505830,21008498,0,0,100,0,50,0,0,0,0,0,0,
38498,,MOTIVE,motive,30,2,2,0,83339098,41669549,41669549,0,0,100,0,50,50,0,0,0,0,0,
13225,,Frictional Games,frictional-games,20,7,7,0,83335906,3809764,11905129,7,100,71,0,100,0,0,0,0,0,0,Sweden
11789,,Funcom,funcom,20,10,10,1,83291386,837869,8329139,11,0,82,0,91,9,18,82,64,0,0,Norway
1599,,Ninja Theory,ninja-theory,30,7,7,0,83209873,6418222,11887125,4,29,100,0,71,0,0,0,0,0,0,United Kingdom
17913,,Double Fine Productions,double-fine-productions,30,18,18,0,83134264,2549426,4618570,14,28,33,22,67,6,22,11,0,0,0,United States
23291,,"Cygames, Inc.",cygames-inc,30,7,7,1,82625130,3398517,11803590,6,0,75,25,13,0,25,38,0,0,0,
3919878,,CaptureAge,captureage,30,2,2,0,81964405,40982203,40982203,0,0,0,0,0,0,100,0,0,0,0,
22768,,"Nicalis, Inc.",nicalis-inc,30,8,8,0,80994084,1148933,10124261,8,63,75,25,63,0,13,13,0,0,0,United States
18270,,Frozenbyte,frozenbyte,20,12,12,0,80928168,1406828,6744014,9,50,100,0,50,8,8,25,8,0,0,Finland
12795,,Runic Games,runic-games,30,3,3,0,80871234,3383600,26957078,0,67,67,0,67,0,0,67,0,0,0,United States
33718,,Slavic Magic,slavic-magic,30,1,1,0,80193757,80193757,80193757,0,0,0,0,0,100,100,0,0,0,0,Poland
106826,,Paradox Tinto,paradox-tinto,30,1,1,0,79550018,79550018,79550018,0,0,0,0,0,100,100,0,0,0,0,Spain
5252,,24 Entertainment,24-entertainment,30,1,1,0,79212125,0,79212125,0,0,100,0,100,0,0,0,100,0,0,
5073,,Studio MDHR Entertainment Inc.,studio-mdhr-entertainment-inc,20,1,1,0,78250859,78250859,78250859,1,100,100,0,0,0,0,0,0,0,0,
10694,,Edmund McMillen,edmund-mcmillen,30,6,6,1,77440040,1613137,12906673,5,86,43,14,71,14,29,14,0,0,0,
13791,,Daedalic Entertainment ,daedalic-entertainment,30,24,24,0,77068821,2582169,3211201,24,92,8,8,96,0,13,17,0,0,0,Germany
29163,,Criterion Games,criterion-games,30,7,7,0,75850650,2747904,10835807,0,0,71,0,43,0,0,0,0,100,14,United Kingdom
1732,,Steel Wool Studios,steel-wool-studios,30,8,8,1,74430804,159310,9303851,3,44,44,22,22,22,22,0,0,0,0,United States
27674,,PlatinumGames,platinumgames,30,14,14,0,73994713,3329,5285337,0,64,36,64,86,0,14,0,0,0,0,Japan
25232,,Zenimax Online Studios,zenimax-online-studios,30,1,1,0,73412275,73412275,73412275,0,0,100,0,100,0,0,100,100,0,0,United States
10204,,Grove Street Games,grove-street-games,30,5,5,1,72974480,112,14594896,4,50,33,67,33,0,17,33,33,0,0,United States
13087,,Team Cherry,team-cherry,20,1,1,1,72327747,72327747,72327747,2,100,100,0,100,0,0,0,0,0,0,Australia
15132,,FireFly Studios,firefly-studios,30,14,14,1,71811932,2807659,5129424,13,0,7,0,0,67,93,7,13,0,0,United Kingdom
11961,,Wicked Witch,wicked-witch,30,6,6,0,71301764,70752265,11883627,2,0,17,17,0,33,17,0,0,0,83,
24,,THQ Nordic,thq-nordic,20,17,17,0,71052375,475215,4179551,15,0,41,0,24,24,41,47,0,12,6,Austria
23649,,People Can Fly,people-can-fly,30,3,3,1,70943393,8682113,23647798,1,25,100,0,75,25,0,25,25,0,0,Poland
